,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
137,Kansas State NCAA,33,22,11,0.667,14.47,7.53,,10,8,,11,4,,6,4,,2343,2114,,67,104.8,0.432,0.295,0.526,51.3,57.6,8.9,13,0.489,17.5,40.7,0.29
138,Kansas NCAA,39,32,7,0.821,21.72,9.93,,16,2,,16,0,,8,2,,2867,2407,,67.3,108.8,0.398,0.296,0.556,52.1,57.4,10.8,15,0.523,16.4,34.9,0.275
139,Kennesaw State,31,3,28,0.097,-15.02,-0.49,,0,18,,1,11,,1,16,,1920,2330,,64.4,94.3,0.319,0.363,0.501,42.6,54.1,9.4,5.1,0.477,18.3,28.7,0.199
140,Kent State,33,21,12,0.636,2.77,-0.95,,10,6,,12,3,,7,7,,2322,2178,,67.6,103.6,0.365,0.315,0.539,47.1,58.7,12.5,10.4,0.507,17.7,33.7,0.252
141,Kentucky NCAA,40,38,2,0.95,24.73,7.93,,16,0,,18,0,,8,1,,3095,2423,,66.4,116.5,0.417,0.265,0.575,52.9,48.4,9.1,20.4,0.538,14.2,37.1,0.302
142,La Salle,34,21,13,0.618,8.56,1.83,,9,7,,14,3,,6,8,,2478,2249,,68.6,105.4,0.298,0.337,0.56,44.4,55.2,11.7,8.1,0.532,16.7,27.3,0.215
143,Lafayette,31,13,18,0.419,-7.2,-4.01,,7,7,,6,7,,7,11,,2161,2260,,66.5,104.8,0.343,0.445,0.563,42.6,53.3,7.9,7,0.524,16.9,23.8,0.262
144,Lamar NCAA,35,23,12,0.657,2.41,-3.77,,11,5,,12,2,,8,9,,2573,2296,,68.7,106.6,0.41,0.218,0.516,51.7,49.7,11.7,10.5,0.469,14.4,37.8,0.295
145,Lehigh NCAA,35,27,8,0.771,4.27,-5.14,,11,3,,12,1,,12,6,,2648,2288,,68.1,110.3,0.378,0.358,0.553,47.9,50.6,11.2,8,0.507,14,31.7,0.291
146,Liberty,32,14,18,0.438,-9.67,-4.81,,9,9,,9,7,,5,9,,2201,2283,,66.4,103.2,0.356,0.221,0.526,48.5,54.1,7.9,6.4,0.488,15.6,32.7,0.254
147,Lipscomb,31,13,18,0.419,-4.7,-1.23,,8,10,,6,7,,5,11,,2242,2303,,71.1,100.1,0.342,0.344,0.521,45.2,54.6,10,7,0.496,17.8,31.2,0.218
148,Cal State Long Beach NCAA,34,25,9,0.735,9.52,0.87,,15,1,,12,0,,8,7,,2510,2175,,67.2,109.1,0.42,0.329,0.556,50.7,54.1,10.5,7.1,0.527,16.3,34.7,0.281
149,Long Island University NCAA,34,25,9,0.735,-1.34,-5.1,,16,2,,15,0,,7,8,,2769,2641,,74.8,108.5,0.497,0.312,0.577,48.6,54.3,8.1,6.7,0.532,18.5,34.2,0.363
150,Longwood,31,10,21,0.323,-20.47,-5.99,,0,0,,7,5,,2,14,,2276,2617,,73.1,100,0.279,0.398,0.528,43.9,58.2,7.2,5.6,0.503,16,24.9,0.188
151,Louisiana,32,16,16,0.5,-3.25,-2.28,,10,6,,10,5,,5,9,,2189,2155,,70,95.9,0.428,0.293,0.508,50,48.2,8.2,11.3,0.477,19.5,33.5,0.27
152,Louisiana-Monroe,29,3,26,0.103,-12.56,-0.95,,2,14,,0,13,,3,13,,1750,2078,,64.5,93.2,0.284,0.332,0.496,43.9,52,8.4,6.9,0.47,17.6,26.4,0.185
153,Louisiana State,33,18,15,0.545,6.66,5.51,,7,9,,11,4,,4,9,,2157,2119,,66.2,97.3,0.299,0.272,0.485,48.2,52.5,10.5,10.4,0.451,16.2,34.6,0.206
154,Louisiana Tech,34,18,16,0.529,-2.65,-1.19,,6,8,,11,4,,4,10,,2358,2355,,68.2,100.2,0.308,0.386,0.511,45.2,51.9,9.8,9.3,0.486,16.1,31.3,0.2
155,Louisville NCAA,40,30,10,0.75,16.19,9.02,,10,8,,16,4,,6,5,,2727,2440,,67,100.5,0.362,0.321,0.51,49.7,55.2,13,12.8,0.473,17.4,35.7,0.249
156,Loyola (IL),30,7,23,0.233,-8.43,-1.77,,1,17,,4,9,,3,14,,1717,1887,,60.5,93.5,0.372,0.26,0.502,47.4,60.1,7.4,4.2,0.462,20.2,32.4,0.259
157,Loyola Marymount,34,21,13,0.618,2.2,1.17,,11,5,,12,8,,9,4,,2402,2301,,67.9,102.5,0.372,0.33,0.527,47.5,49,10.8,8.1,0.483,16.9,32.9,0.274
158,Loyola (MD) NCAA,33,24,9,0.727,0.37,-2.72,,13,5,,10,2,,11,6,,2222,2120,,65.3,103.1,0.429,0.273,0.52,49.6,52.1,11.8,11.7,0.472,17.2,38.1,0.309
159,Maine,29,12,17,0.414,-8.57,-6.54,,6,10,,7,6,,5,10,,1989,1982,,66.8,101.3,0.258,0.305,0.522,46,54.4,9.1,10.6,0.492,16.6,30.9,0.189
160,Manhattan,34,21,13,0.618,1.46,-4.13,,12,6,,9,4,,10,8,,2420,2230,,68.3,103.5,0.402,0.362,0.545,50,61.1,11.5,14.3,0.502,19.8,36.4,0.293
161,Marist,32,14,18,0.438,-8.2,-3.29,,7,11,,10,4,,2,12,,2176,2333,,68.8,98.1,0.424,0.328,0.523,46,53.4,8.4,10.3,0.475,18.8,31.1,0.306
162,Marquette NCAA,35,27,8,0.771,16.92,7.5,,14,4,,15,1,,6,5,,2638,2308,,70.7,106.6,0.409,0.293,0.543,47.4,63.1,12.3,8.8,0.501,16,33.9,0.295
163,Marshall,35,21,14,0.6,7,4.94,,9,7,,13,3,,5,9,,2472,2383,,65.7,105.7,0.38,0.316,0.51,52.6,49.6,9.1,9.6,0.486,15.9,41,0.233
164,Maryland-Baltimore County,30,4,26,0.133,-19.85,-6.02,,3,13,,1,11,,3,14,,1897,2312,,68.9,90.7,0.322,0.292,0.469,44.9,45,8.4,4.9,0.435,17.8,31.7,0.213
165,Maryland-Eastern Shore,30,7,23,0.233,-16.79,-4.72,,4,12,,5,6,,2,14,,1785,2109,,68,86.8,0.317,0.327,0.458,48,49.2,8.7,8.2,0.425,21.1,35.6,0.202
166,Maryland,32,17,15,0.531,3.95,5.98,,6,10,,13,4,,1,7,,2198,2263,,66.9,101.4,0.465,0.292,0.515,49.3,45.6,6.3,10.7,0.475,16.6,34.3,0.309
167,Massachusetts,37,25,12,0.676,7.49,2.97,,9,7,,15,1,,7,7,,2847,2680,,73.9,102.8,0.334,0.352,0.525,47.3,55.6,11.8,12,0.496,16.8,34.5,0.225
168,McNeese State,33,17,16,0.515,-6.26,-3.76,,10,6,,9,4,,6,11,,2207,2185,,66.5,100.3,0.331,0.283,0.501,48.9,43.4,10.1,9.9,0.468,15.4,33.9,0.224
169,Memphis NCAA,35,26,9,0.743,16.86,5.26,,13,3,,18,2,,7,4,,2614,2208,,67.1,110.1,0.413,0.269,0.575,48.7,54.1,11.7,14.6,0.54,16.3,31.3,0.296
170,Mercer,38,27,11,0.711,3.75,-1.44,,13,5,,15,3,,12,8,,2589,2388,,65.4,103.5,0.373,0.371,0.559,48.7,57.7,10.4,13.6,0.524,19.6,33.5,0.268
171,Miami (FL),33,20,13,0.606,10.75,6.17,,9,7,,14,4,,4,8,,2332,2181,,65,106.2,0.333,0.378,0.533,47.5,48.2,9.6,9.8,0.497,14.9,32.5,0.24
172,Miami (OH),30,9,21,0.3,-2.07,1.93,,5,11,,7,7,,2,13,,1821,1927,,60.9,98.9,0.315,0.421,0.538,46,54.9,9,6.8,0.509,19.4,27.6,0.219
173,Michigan State NCAA,37,29,8,0.784,21.32,9.82,,13,5,,17,1,,7,4,,2651,2195,,65.1,109.7,0.377,0.276,0.559,54.1,59,11,12.4,0.527,16.7,36.1,0.264
174,Michigan NCAA,34,24,10,0.706,13.19,8.98,,13,5,,15,1,,5,6,,2255,2090,,61.2,107.2,0.283,0.443,0.559,47.3,53.3,8,6.1,0.532,15.5,28,0.204
175,Middle Tennessee,34,27,7,0.794,8.69,-0.13,,14,2,,15,2,,11,4,,2459,2128,,66.5,107.9,0.47,0.25,0.564,49.8,59.5,10.4,12,0.541,17.8,35,0.299
176,Milwaukee,34,20,14,0.588,0.53,0.06,,11,7,,13,3,,7,10,,2183,2126,,65.1,98.3,0.386,0.426,0.515,47.8,57,9.4,6.7,0.491,18.1,31.9,0.236
177,Minnesota,38,23,15,0.605,10.7,7.89,,6,12,,13,6,,6,6,,2569,2462,,63.3,104.4,0.389,0.289,0.548,50,62.6,10.9,14.1,0.514,19.2,36.4,0.271
178,Mississippi State,33,21,12,0.636,9.13,4.86,,8,8,,15,4,,3,6,,2377,2236,,65.4,107.6,0.327,0.347,0.547,50.1,51.6,9,8.5,0.516,15.4,31.6,0.232
179,Mississippi Valley State NCAA,34,21,13,0.618,-8.03,-7.65,,17,1,,9,0,,8,11,,2332,2345,,70,96.9,0.35,0.384,0.494,47.4,55.5,12.5,7,0.463,17.8,33.9,0.225
180,Mississippi,34,20,14,0.588,6.53,5.8,,8,8,,12,3,,4,8,,2275,2250,,66.3,98.4,0.425,0.248,0.499,49.7,46.3,9.7,14.4,0.472,17.5,35.8,0.256
181,Missouri-Kansas City,31,10,21,0.323,-8.82,-1.75,,4,14,,6,8,,2,13,,1998,2204,,64.5,99.2,0.305,0.419,0.538,42.2,54.4,9.4,6.2,0.51,18.2,26,0.212
182,Missouri State,32,16,16,0.5,6.15,3.92,,9,9,,8,7,,8,6,,2110,2015,,63.2,102.3,0.29,0.309,0.521,48.8,55.9,7.2,6.1,0.488,14.3,27.7,0.209
183,Missouri NCAA,35,30,5,0.857,19.77,5.68,,14,4,,16,1,,7,3,,2814,2321,,66.4,120.7,0.375,0.379,0.614,48,57.7,12.2,7.2,0.58,13.5,30.4,0.287
184,Monmouth,32,12,20,0.375,-11.93,-3.18,,10,8,,7,5,,5,12,,2140,2420,,69.6,95.4,0.325,0.314,0.5,40.7,56.8,11.3,4.6,0.471,17.3,29.6,0.211
185,Montana State,29,12,17,0.414,-10.29,-4.62,,7,9,,7,6,,5,11,,2030,2088,,68.2,101.7,0.358,0.339,0.52,46.8,53.3,9.7,10.7,0.484,16.9,31.9,0.248
186,Montana NCAA,32,25,7,0.781,4.55,-3.39,,15,1,,16,2,,9,4,,2239,1985,,66.1,105.4,0.398,0.31,0.557,47,55.8,10.8,9.7,0.52,16.6,28.3,0.285
187,Morehead State,33,18,15,0.545,-4.99,-3.83,,10,6,,9,4,,6,9,,2070,2018,,62,101.3,0.375,0.37,0.542,49.7,56.2,13.8,4.8,0.499,20.5,36.4,0.279
188,Morgan State,29,9,20,0.31,-8.41,-5.54,,6,10,,4,7,,5,10,,1934,2017,,67.5,97.9,0.41,0.3,0.514,46.5,50.4,9.7,11.8,0.476,19.4,34.9,0.278
189,Mount St. Mary's,29,8,21,0.276,-11.72,-4.9,,6,12,,4,9,,4,12,,1748,1946,,64.4,92.4,0.3,0.329,0.502,47.5,51.3,9.4,9.5,0.476,21.6,34.7,0.193
190,Murray State NCAA,33,31,2,0.939,8.74,-2.6,,15,1,,13,1,,13,0,,2412,2001,,66.1,109.8,0.439,0.349,0.576,49.2,51.5,12.6,11,0.537,18,34.9,0.318
191,Navy,29,3,26,0.103,-14.6,-4.74,,0,14,,2,11,,1,15,,1678,1920,,61.9,92.1,0.333,0.382,0.495,46.2,55.7,12,6.2,0.459,20,31.3,0.227
192,Nebraska,30,12,18,0.4,3.52,8.25,,4,14,,9,8,,3,9,,1827,1969,,62.1,97.2,0.287,0.394,0.528,46.6,58.7,10.5,8.3,0.49,18.7,27.5,0.22
193,Nevada-Las Vegas NCAA,35,26,9,0.743,13.55,4.37,,9,5,,17,0,,5,7,,2671,2307,,69.3,108.2,0.356,0.387,0.554,50.2,65.4,12.1,12.5,0.527,16.2,32.8,0.241
194,Nevada,35,28,7,0.8,4.54,-0.37,,13,1,,16,2,,10,3,,2461,2277,,65.7,105.5,0.445,0.343,0.543,50.3,53.4,8.4,12.7,0.513,17.5,34.9,0.289
195,New Hampshire,29,13,16,0.448,-10.09,-7.66,,7,9,,9,6,,4,9,,1774,1821,,65,94.1,0.342,0.399,0.493,46.1,46,8.1,6.2,0.469,17.4,28.7,0.208
196,New Mexico State NCAA,36,26,10,0.722,8.73,0.08,,10,4,,14,3,,7,5,,2812,2459,,70.7,110.1,0.517,0.247,0.552,54.6,51.3,9.5,10.8,0.515,17.3,41.1,0.346
197,New Mexico NCAA,35,28,7,0.8,15.6,3.34,,10,4,,14,2,,7,3,,2545,2076,,66.3,109.3,0.394,0.368,0.565,52.7,65.4,10.3,9.6,0.531,17.2,34.7,0.279
198,Niagara,33,14,19,0.424,-6.67,-2.86,,8,10,,7,7,,5,10,,2322,2448,,68.4,102.1,0.37,0.393,0.509,44.3,50.1,12,8.9,0.469,15.6,33.6,0.259
199,Nicholls State,30,10,20,0.333,-18.55,-3.94,,6,10,,5,6,,3,12,,1989,2338,,68.7,96.1,0.371,0.387,0.523,41.3,52.6,7.8,4.9,0.491,19.2,27.3,0.249
200,NJIT,32,15,17,0.469,-12.09,-8.27,,5,5,,11,4,,2,12,,2236,2175,,67.8,101.5,0.309,0.393,0.524,47,52.5,10.5,8.8,0.492,15.9,29.6,0.217
201,Norfolk State NCAA,36,26,10,0.722,-3.68,-5.39,,13,3,,10,4,,10,4,,2482,2416,,68.4,99.8,0.419,0.321,0.523,48.9,49.5,9.6,12.3,0.49,18.5,34.2,0.275
202,North Carolina-Asheville NCAA,34,24,10,0.706,3.06,-2.72,,16,2,,15,2,,8,5,,2745,2426,,70.5,114,0.468,0.33,0.589,49.1,61.5,11.8,6.9,0.541,16.4,34.4,0.358
203,North Carolina A&T,32,12,20,0.375,-12.34,-5.89,,7,9,,8,5,,4,13,,2236,2326,,71.3,96.9,0.377,0.36,0.512,44.5,52.6,10.2,9.9,0.481,18.7,31.2,0.246
204,North Carolina Central,32,17,15,0.531,-6.12,-6.98,,10,6,,8,3,,6,11,,2263,2020,,67.8,104.3,0.454,0.328,0.566,47.4,58.3,12.1,10.9,0.528,19.6,31.4,0.321
205,North Carolina-Greensboro,32,13,19,0.406,-9.67,-1.96,,10,8,,7,5,,4,13,,2231,2457,,71.6,96.7,0.318,0.335,0.494,46.3,46.9,10.4,7.4,0.46,17.7,35.2,0.218
206,North Carolina State NCAA,37,24,13,0.649,12.1,6.8,,9,7,,13,6,,5,4,,2697,2501,,67.7,107.3,0.363,0.261,0.539,51,59.1,9.9,10.5,0.504,15.8,35.8,0.255
207,North Carolina-Wilmington,31,10,21,0.323,-5.5,0.18,,5,13,,5,8,,4,12,,2013,2189,,66.7,97.3,0.333,0.305,0.499,48.7,51.2,8.4,10.1,0.465,17.5,33.5,0.226
208,North Carolina NCAA,38,32,6,0.842,21.34,7.07,,14,2,,17,1,,8,2,,3091,2549,,72.8,111.3,0.373,0.235,0.531,54.8,58.1,9.3,14,0.498,13.3,39.1,0.254
209,North Dakota State,31,17,14,0.548,0.01,-2.5,,9,9,,10,4,,5,9,,2267,2119,,66.4,109.2,0.385,0.322,0.581,49,52.3,9.2,9.1,0.549,16.4,27.6,0.278
210,North Dakota,32,17,15,0.531,-8.76,-6.33,,6,4,,13,1,,2,14,,2153,2141,,68.2,98.2,0.394,0.354,0.527,47.7,52.6,9.4,11.6,0.501,18.5,28.4,0.249
211,North Florida,32,16,16,0.5,-3.44,-0.05,,10,8,,11,3,,5,12,,2168,2266,,67.1,99.4,0.375,0.326,0.535,47.9,49.8,8.5,7.8,0.516,19.6,33.2,0.228
212,North Texas,32,18,14,0.563,-0.39,-2.56,,9,7,,10,4,,5,8,,2250,2080,,68.7,100.3,0.339,0.263,0.514,50.7,47.1,8.9,10.5,0.476,17.5,34.3,0.241
213,Northeastern,31,14,17,0.452,-3.27,-0.4,,9,9,,7,5,,6,11,,1941,2030,,64.3,96.6,0.379,0.307,0.521,47.1,54.6,12.2,10.7,0.482,20.6,34.1,0.266
214,Northern Arizona,29,5,24,0.172,-16.72,-3.53,,1,15,,4,9,,1,12,,1804,2068,,66.1,93.7,0.29,0.297,0.489,46.3,61.6,9.9,5.8,0.456,18.9,32.9,0.201
215,Northern Colorado,28,9,19,0.321,-6.23,-2.19,,5,11,,5,9,,2,10,,2026,2112,,67,106.1,0.422,0.308,0.58,51,49.9,8.1,7.5,0.549,20.7,34.2,0.295
216,Northern Illinois,31,5,26,0.161,-15.62,-1.79,,3,13,,4,11,,1,14,,1716,2096,,63.1,87.8,0.319,0.365,0.465,49.3,51.2,8,7.9,0.429,21.2,35.3,0.214
217,Northern Iowa,34,20,14,0.588,6.99,4.74,,9,9,,13,3,,5,10,,2216,2106,,62.9,103.6,0.345,0.394,0.543,47.5,50.9,9.5,5.4,0.507,15.3,24.6,0.252
218,Northwestern State,32,16,16,0.5,-6.29,-4.15,,8,8,,11,3,,5,11,,2259,2239,,71,98.3,0.431,0.337,0.506,45.3,52.1,12.2,14.8,0.478,17.4,33.1,0.263
219,Northwestern,33,19,14,0.576,8.87,7.84,,8,10,,12,5,,4,8,,2286,2252,,62.8,109.1,0.338,0.44,0.562,41.7,64.8,10.5,10.5,0.535,14.1,26.3,0.233
220,Notre Dame NCAA,34,22,12,0.647,11.18,6.47,,13,5,,16,1,,5,5,,2257,2097,,61.6,106.3,0.374,0.369,0.532,47.4,63.6,8.3,8.3,0.495,13.9,30.5,0.263
221,Oakland,36,20,16,0.556,0.29,-0.54,,11,7,,12,5,,8,9,,2875,2831,,70.1,112.8,0.417,0.425,0.57,47.4,50.3,9.1,5.4,0.53,14.6,31.4,0.307
222,Ohio State NCAA,39,31,8,0.795,23.95,9.07,,13,5,,17,2,,7,4,,2913,2333,,66.9,111.6,0.381,0.269,0.556,53.7,53.7,10.8,9.3,0.521,14.6,34.9,0.27
223,Ohio NCAA,37,29,8,0.784,7.17,0.17,,11,5,,16,1,,8,6,,2597,2311,,66.8,104.4,0.355,0.384,0.527,46.7,54.2,14,8.5,0.494,16.3,33.9,0.245
224,Oklahoma State,33,15,18,0.455,7.02,8.95,,7,11,,11,4,,2,8,,2209,2249,,66.3,99.9,0.39,0.36,0.531,43.8,50.4,9.7,10.8,0.485,16,24,0.288
225,Oklahoma,31,15,16,0.484,7.28,6.67,,5,13,,11,5,,1,8,,2142,2123,,67.2,102.4,0.311,0.219,0.511,50.3,54.3,9.3,9,0.473,15.9,36.2,0.226
226,Old Dominion,36,22,14,0.611,4.08,0.36,,13,5,,12,7,,8,4,,2368,2234,,65.1,99,0.368,0.311,0.484,52.1,54,13.2,13.8,0.455,16.8,39.8,0.227
227,Oral Roberts,34,27,7,0.794,5.24,-1.5,,17,1,,15,1,,10,4,,2467,2238,,64.1,111.9,0.418,0.284,0.576,50.4,53.1,10.1,7.3,0.535,16.9,35,0.312
228,Oregon State,36,21,15,0.583,8.84,3.38,,7,11,,14,6,,4,7,,2841,2617,,70.9,109.1,0.445,0.294,0.56,48.2,57,12.6,11.6,0.528,16.7,33.8,0.301
229,Oregon,34,24,10,0.706,10.19,4.72,,13,5,,17,3,,7,5,,2527,2341,,67.9,109.5,0.385,0.349,0.567,49.1,54.9,8.8,8.8,0.534,16.4,33.1,0.273
230,Pacific,30,11,19,0.367,-8.04,-2.61,,6,10,,8,7,,3,11,,1888,2022,,63.2,98.7,0.365,0.392,0.506,44.5,58.4,8.1,5.8,0.468,16.2,29.8,0.251
231,Penn State,32,12,20,0.375,3.72,7.75,,4,14,,10,7,,1,10,,1977,2106,,63.6,97.1,0.318,0.366,0.485,49.3,49.5,10.7,8.9,0.449,16.1,34.4,0.218
232,Pennsylvania,33,20,13,0.606,1.12,-0.1,,11,3,,12,7,,8,5,,2146,2106,,63.2,101.7,0.296,0.368,0.543,44.7,58.3,11.4,7.6,0.512,17.3,27,0.216
233,Pepperdine,29,10,19,0.345,-7.4,-0.23,,4,12,,6,7,,4,10,,1719,1911,,62.9,93.9,0.368,0.298,0.48,49.4,59.4,7.4,8.5,0.443,18,34.1,0.242
234,Pittsburgh,39,22,17,0.564,9.43,5.89,,5,13,,15,7,,5,9,,2692,2554,,62.6,109.9,0.319,0.327,0.54,52.6,60.4,7.5,7.4,0.51,16.6,41,0.223
235,Portland State,32,17,15,0.531,-4.04,-4.07,,10,6,,10,3,,5,11,,2438,2345,,68.6,110.6,0.435,0.303,0.577,49.8,43.7,7.7,6.8,0.536,16.9,33,0.32
236,Portland,31,7,24,0.226,-7.88,3.82,,3,13,,3,9,,1,14,,2018,2357,,68.2,95,0.338,0.3,0.514,47.2,50.9,6.8,7.3,0.475,19.8,31.6,0.242
237,Prairie View,32,14,18,0.438,-16.87,-10.29,,10,8,,8,3,,4,11,,2016,2101,,71.2,88.5,0.327,0.277,0.454,48.3,45.8,11,8.8,0.436,18.8,34.3,0.177
238,Presbyterian,29,14,15,0.483,-6.76,-4.65,,8,10,,7,8,,7,7,,1889,1918,,62,104.6,0.395,0.346,0.558,47.8,48.9,7.3,4.6,0.524,18.1,30.4,0.278
239,Princeton,32,20,12,0.625,2.57,-1,,10,4,,10,2,,9,9,,2141,1999,,63.4,104,0.309,0.374,0.555,48.3,59.9,9.9,9.6,0.532,17,26.9,0.21
240,Providence,32,15,17,0.469,4.16,4.56,,4,14,,11,6,,4,8,,2203,2216,,65.8,104.2,0.394,0.248,0.514,48,56.3,8,13,0.471,15.4,36.1,0.277
241,Purdue NCAA,35,22,13,0.629,13.88,8.05,,10,8,,13,4,,5,5,,2514,2310,,64.6,111.2,0.341,0.373,0.536,46.6,52.9,10,8.9,0.511,11.5,31.8,0.224
242,Quinnipiac,32,18,14,0.563,-2.01,-5.8,,10,8,,9,4,,9,9,,2271,2150,,67.5,104.3,0.382,0.218,0.495,54.4,47.9,7.8,8.9,0.462,15,42.3,0.244
243,Radford,32,6,26,0.188,-13.14,-3.34,,2,16,,5,11,,1,13,,1959,2195,,66.8,91.6,0.31,0.362,0.469,44.6,49.2,10.9,6.9,0.44,17.6,32.4,0.197
244,Rhode Island,31,7,24,0.226,-3.78,3.1,,4,12,,4,11,,2,13,,2126,2339,,67.9,98.6,0.343,0.314,0.484,50.2,46,9.3,10.4,0.445,17,39,0.237
245,Rice,35,19,16,0.543,1.42,1.1,,8,8,,12,6,,7,7,,2438,2322,,69,100.6,0.4,0.298,0.533,48.7,59.7,10.6,12,0.498,17.3,27.8,0.273
246,Richmond,32,16,16,0.5,4.71,2.9,,7,9,,11,4,,4,11,,2207,2149,,64.7,106.2,0.394,0.413,0.549,43.7,54.8,9.3,12.3,0.501,15.4,27.9,0.301
247,Rider,32,13,19,0.406,-5.4,-2.4,,10,8,,8,5,,5,10,,2291,2387,,68.8,102.9,0.408,0.381,0.56,45.2,57.5,8.6,10.8,0.522,19.1,28.2,0.294
248,Robert Morris,37,26,11,0.703,0.67,-4.3,,13,5,,11,3,,14,8,,2532,2348,,64.8,105.2,0.427,0.338,0.521,51.2,58.4,12.8,8.1,0.477,17.4,40.3,0.299
249,Rutgers,32,14,18,0.438,5.42,5.76,,6,12,,11,7,,2,8,,2095,2106,,65.8,98.3,0.317,0.28,0.505,47.2,53.3,12.2,11.7,0.471,18.6,36.6,0.221
250,Sacramento State,28,10,18,0.357,-9.67,-5.71,,5,11,,6,9,,4,9,,1875,1936,,65.8,101.8,0.386,0.305,0.539,48.7,58.2,7.1,6.4,0.503,18,31,0.27
251,Sacred Heart,32,14,18,0.438,-6.87,-5.56,,8,10,,7,6,,5,11,,2277,2319,,68.3,102.6,0.349,0.319,0.556,47.8,55.3,9.5,8.6,0.519,19.3,31.3,0.26
252,Saint Francis (PA),29,6,23,0.207,-13.18,-4.42,,5,13,,5,8,,1,15,,1763,2017,,64.3,94.6,0.349,0.282,0.532,42.7,55.7,10.1,7.6,0.506,21.6,27.9,0.228
253,Saint Joseph's,34,20,14,0.588,8.25,4.25,,9,7,,13,4,,5,8,,2446,2310,,66.2,106.8,0.363,0.334,0.56,48.6,56.3,7.1,17.1,0.531,16.5,29.8,0.251
254,Saint Louis NCAA,34,26,8,0.765,15.15,4.06,,12,4,,15,1,,6,5,,2336,1960,,63.2,108.3,0.36,0.366,0.55,48.4,56.4,10.9,8,0.515,15.2,31.6,0.259
255,Saint Mary's (CA) NCAA,33,27,6,0.818,11.26,0.78,,14,2,,16,1,,8,3,,2467,2068,,64.8,115,0.385,0.394,0.576,54.2,60.7,10.6,7.8,0.541,15.2,35.9,0.281
256,Saint Peter's,31,5,26,0.161,-13.37,-2.44,,4,14,,3,10,,2,13,,1799,2138,,65.7,88.3,0.29,0.297,0.48,43.3,58.4,11.6,10.4,0.453,20.5,30.1,0.188
257,Sam Houston State,32,13,19,0.406,-9.09,-3.2,,7,9,,8,7,,5,9,,1875,1941,,64.5,90.5,0.436,0.317,0.492,49.2,62.1,8.9,6.7,0.463,20.5,31.1,0.261
258,Samford,30,11,19,0.367,-8.68,-2.96,,8,10,,7,8,,4,10,,1984,2092,,63.9,102.7,0.298,0.461,0.542,45,58.8,8.3,6.5,0.521,17.4,29.1,0.195
259,San Diego State NCAA,34,26,8,0.765,9.04,3.79,,10,4,,17,2,,7,4,,2416,2166,,66.6,105.1,0.369,0.304,0.54,51.1,48.3,8.2,6.4,0.505,16,31.5,0.259
260,San Diego,31,13,18,0.419,-3.76,0.87,,7,9,,6,8,,4,7,,2079,2179,,67.3,99.3,0.363,0.333,0.538,44.5,56.6,9.9,8.8,0.512,18,26.7,0.238
261,San Francisco,34,20,14,0.588,1.9,-0.17,,8,8,,12,5,,5,6,,2563,2413,,69.5,107.8,0.384,0.351,0.558,48.8,51.9,12,5.3,0.528,16.1,30.4,0.264
262,San Jose State,31,9,22,0.29,-7.86,-1.19,,1,13,,6,8,,2,13,,2099,2261,,65.7,100.6,0.324,0.387,0.503,44.8,58.2,7.2,3.3,0.459,14,29.9,0.241
263,Santa Clara,30,8,22,0.267,-6.79,0.96,,0,16,,6,9,,0,11,,2085,2245,,67.2,102.6,0.332,0.375,0.514,45.6,53.6,7.4,8.6,0.478,14.6,30.6,0.235
264,Savannah State,33,21,12,0.636,-3.59,-5.92,,14,2,,14,1,,6,10,,2089,1949,,65,97.1,0.384,0.327,0.493,50.9,56.6,10.7,9.4,0.47,18.7,38.5,0.226
265,Seattle,27,12,15,0.444,-4.18,-2.76,,0,0,,9,6,,2,9,,2065,2025,,75.4,101,0.253,0.323,0.514,49.9,47.9,11.1,8.8,0.488,17.1,34.3,0.176
266,Seton Hall,34,21,13,0.618,10.23,5.7,,8,10,,14,4,,4,7,,2324,2170,,66,102.4,0.327,0.349,0.526,49,57.1,12.5,8.9,0.497,16.3,32.2,0.221
267,Siena,31,14,17,0.452,-5.71,-2.94,,8,10,,10,4,,3,10,,1975,2061,,65.9,96.2,0.341,0.281,0.502,48.7,54.5,8.8,9.1,0.467,18.2,33.2,0.232
268,South Alabama,29,17,12,0.586,-2.81,-1.98,,8,8,,9,5,,6,6,,1935,1947,,65.7,100.2,0.387,0.249,0.509,53,47.4,7.4,12.8,0.467,19.8,42.9,0.271
269,South Carolina State,31,5,26,0.161,-20.8,-6.11,,0,16,,4,9,,1,16,,2001,2391,,69.6,92,0.351,0.273,0.469,46.4,45.4,8.8,10.2,0.433,18.7,36.3,0.228
270,South Carolina Upstate,34,21,13,0.618,-0.16,-1.6,,13,5,,13,1,,7,10,,2426,2321,,69.1,102.8,0.343,0.304,0.515,51,49.5,12.1,11.9,0.49,17.9,39.9,0.219
271,South Carolina,31,10,21,0.323,2.65,6.27,,2,14,,9,9,,1,9,,1903,2015,,62.2,98.3,0.267,0.365,0.493,46,44.8,11,14.7,0.462,17,36.1,0.187
272,South Dakota State NCAA,35,27,8,0.771,7.34,-1.87,,15,3,,14,0,,8,7,,2689,2329,,66.1,114.9,0.399,0.371,0.576,48.9,54.5,10.1,4.9,0.54,13.7,31.2,0.29
