,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
273,San Francisco,25,11,14,0.44,5.12,2.96,,4,9,,3,5,,4,6,,1786,1732,,69.5,102.8,0.215,0.502,0.535,48.7,45.6,10.3,8.4,0.513,14.9,24.9,0.154
274,San Jose State,21,5,16,0.238,-17.64,0.94,,2,12,,4,6,,0,8,,1381,1710,,72.4,90.9,0.29,0.393,0.483,43.4,43.2,6.5,6.7,0.455,15.6,20.6,0.189
275,Santa Clara,20,12,8,0.6,-1.31,0.9,,4,5,,6,3,,4,3,,1393,1412,,72.1,96.6,0.406,0.32,0.521,50.2,49.4,6.1,10.1,0.483,16.3,23.2,0.277
276,Seattle,23,12,11,0.522,-6.68,-4.94,,4,5,,6,3,,3,6,,1677,1578,,70.5,102.8,0.292,0.416,0.516,47.2,44.5,9.3,9.9,0.481,13.2,27.2,0.214
277,Seton Hall,27,14,13,0.519,12.04,10.45,,10,9,,7,4,,6,7,,1924,1881,,67.8,103.7,0.357,0.368,0.539,50.1,51.6,9.2,11.4,0.5,16.4,29.7,0.261
278,Siena,17,12,5,0.706,-3.28,-7.86,,12,4,,6,2,,6,2,,1149,1071,,66.2,102.1,0.372,0.351,0.546,51.7,52.3,8.4,8.4,0.52,17.2,28,0.245
279,South Alabama,28,17,11,0.607,-5.64,-5.47,,10,7,,10,5,,6,5,,2075,1985,,68.4,106.9,0.334,0.436,0.552,48.4,43.9,10.3,11,0.52,15.1,27.2,0.24
280,South Carolina State,18,1,17,0.056,-24.36,-7.03,,1,7,,1,6,,0,11,,1102,1414,,72.5,84.4,0.276,0.376,0.472,44.6,44.4,8.1,7.6,0.448,21.1,25.8,0.171
281,South Carolina Upstate,23,5,18,0.217,-13.11,-4.61,,5,11,,3,8,,2,10,,1515,1712,,68.9,95.6,0.293,0.4,0.524,46.5,51.3,9,7.1,0.491,18.4,23.7,0.211
282,South Carolina,21,6,15,0.286,3.81,10.43,,4,12,,3,6,,2,7,,1523,1662,,75.4,96.1,0.279,0.342,0.493,48.7,49.5,11.1,10,0.467,16.8,31.7,0.183
283,South Dakota State,23,16,7,0.696,2.6,-2.72,,9,3,,8,1,,4,2,,1850,1690,,71.9,111.9,0.377,0.348,0.597,53.5,49.9,7.7,8.5,0.568,15.4,24.4,0.27
284,South Dakota,25,14,11,0.56,-1.84,-4.09,,11,4,,7,2,,5,4,,1899,1805,,70.2,108.1,0.325,0.332,0.572,50.5,51.8,6.5,6.9,0.533,13.9,22.1,0.254
285,South Florida,22,9,13,0.409,0.12,6.41,,4,10,,4,6,,3,4,,1449,1571,,68.3,95.9,0.343,0.33,0.488,52.8,48.6,7.7,8.6,0.458,17.2,33.2,0.218
286,Southeast Missouri State,27,11,16,0.407,-9.82,-7.16,,9,11,,7,6,,3,9,,1864,1936,,68.9,97.5,0.405,0.396,0.532,51.6,59.4,9.7,6.7,0.499,19.2,27.6,0.272
287,Southeastern Louisiana,26,8,18,0.308,-17.62,-8.24,,5,11,,3,4,,4,13,,1775,2019,,71.6,94.1,0.41,0.405,0.496,48.5,44.2,9.5,7.3,0.454,18.8,31.2,0.278
288,Southern California NCAA,29,22,7,0.759,17.24,7.59,,15,5,,13,2,,7,3,,2168,1888,,67.6,108.8,0.375,0.312,0.545,55,50.3,7,13.6,0.521,15.4,35.6,0.242
289,SIU Edwardsville,26,9,17,0.346,-14.53,-5.61,,7,12,,2,8,,6,7,,1709,1897,,69.8,94.2,0.33,0.349,0.527,48.4,54.4,8.4,13.1,0.497,20.3,26.5,0.225
290,Southern Illinois,26,12,14,0.462,-3.5,0.79,,5,13,,8,5,,3,8,,1704,1770,,65.8,98.7,0.294,0.411,0.549,46.5,57.3,9.3,5.6,0.528,16.7,17,0.195
291,Southern Methodist,16,11,5,0.688,11.16,4.16,,7,4,,6,2,,5,2,,1185,1073,,70.8,104.6,0.313,0.375,0.547,51.4,56.7,8.7,12.7,0.514,17.4,30.5,0.228
292,Southern Mississippi,25,8,17,0.32,-6.85,-2.07,,4,13,,6,7,,2,9,,1605,1668,,68.5,93.3,0.281,0.302,0.507,50.8,50.1,8.6,6.7,0.48,18.2,24.4,0.19
293,Southern Utah,24,20,4,0.833,-0.73,-7.05,,12,2,,14,0,,5,3,,2021,1669,,73.1,114.6,0.374,0.419,0.582,55.5,48.4,9.5,7.2,0.545,14.3,31.7,0.279
294,Southern,19,8,11,0.421,-13.7,-13.28,,8,6,,5,2,,3,7,,1327,1335,,72.9,94,0.405,0.299,0.517,51.5,57.4,11,6.6,0.48,19.4,27.9,0.272
295,St. Bonaventure NCAA,20,16,4,0.8,15.23,5.08,,11,4,,8,1,,4,3,,1410,1207,,65.2,108.2,0.278,0.319,0.536,53.1,56.8,9.2,12.4,0.505,14.4,33.6,0.204
296,St. Francis (NY),19,9,10,0.474,-8.25,-6.41,,9,9,,4,6,,5,4,,1476,1511,,73.6,104.9,0.307,0.293,0.53,49.4,50,10.9,8.9,0.495,14.1,30.2,0.226
297,St. John's (NY),27,16,11,0.593,10.26,8.04,,10,9,,11,3,,4,6,,2132,2072,,74.1,105.1,0.286,0.333,0.538,48.7,56.5,12.1,10.2,0.504,14.6,29.1,0.214
298,Stanford,27,14,13,0.519,8.09,7.94,,10,10,,5,4,,6,6,,1883,1879,,69.7,98.3,0.365,0.309,0.549,50,49,10,9.5,0.514,19,25.1,0.261
299,Stephen F. Austin,21,16,5,0.762,-1.87,-8.7,,13,3,,10,1,,6,4,,1686,1484,,72.7,109.1,0.421,0.249,0.588,55.4,53.2,12.9,10,0.562,19.5,36.8,0.286
300,Stetson,25,11,14,0.44,-7.37,-4.55,,7,9,,7,5,,3,8,,1800,1767,,68.7,104.3,0.273,0.423,0.542,50.8,54.7,10.3,7.7,0.517,16.6,29.3,0.19
301,Stony Brook,23,9,14,0.391,-5.26,-3.85,,7,9,,5,5,,4,8,,1522,1509,,67.7,96.6,0.329,0.359,0.499,51.7,51.2,8.2,14.5,0.465,17.3,30.8,0.225
302,Syracuse NCAA,25,16,9,0.64,13.75,8.63,,9,7,,13,1,,2,7,,1896,1768,,69.7,108.2,0.284,0.391,0.545,48.6,56.5,12.4,14.4,0.507,13.8,30.2,0.222
303,Tarleton State,20,10,10,0.5,-8.19,-3.92,,5,7,,6,3,,4,7,,1467,1246,,69.2,106.1,0.365,0.258,0.554,48.7,55.5,15.1,10,0.518,14.8,26,0.263
304,Temple,16,5,11,0.313,2.78,5.78,,4,10,,3,5,,2,5,,1053,1101,,68.3,96.3,0.389,0.387,0.512,49.5,61.5,6.1,6.7,0.467,17.2,25.9,0.279
305,Tennessee-Martin,24,8,16,0.333,-19.01,-5.49,,6,14,,6,7,,2,9,,1571,1847,,68.7,94.2,0.294,0.355,0.495,46.7,52,10.3,8,0.458,17.8,29.2,0.211
306,Tennessee State,23,4,19,0.174,-13.64,-6.78,,3,17,,4,8,,0,11,,1573,1702,,72.5,93.4,0.326,0.358,0.507,46.9,47.2,10.1,8.9,0.475,18.5,25.5,0.223
307,Tennessee Tech,27,5,22,0.185,-13.62,-3.32,,5,15,,5,6,,0,16,,1797,2075,,70.2,94.4,0.27,0.427,0.525,49.4,57.9,9.2,6.2,0.501,20.1,26.6,0.183
308,Tennessee NCAA,26,18,8,0.692,18.08,8.81,,10,7,,13,3,,4,4,,1885,1644,,68.8,105.4,0.351,0.343,0.542,51.6,59.2,10.5,14.4,0.501,15.7,31.4,0.262
309,Texas A&M-Corpus Christi,24,5,19,0.208,-16.95,-6.28,,2,13,,4,8,,1,10,,1554,1716,,71.3,90.8,0.357,0.358,0.513,48.4,56.8,9.6,8.1,0.477,20.9,24.6,0.245
310,Texas A&M,18,8,10,0.444,2.32,4.99,,2,8,,6,4,,2,4,,1157,1205,,66.1,97.2,0.34,0.405,0.516,50.9,54.4,10.4,6.7,0.476,19.2,32.8,0.246
311,Texas-Arlington,26,13,13,0.5,-7.19,-4.54,,9,8,,9,4,,3,8,,1916,1827,,71.6,102.5,0.268,0.397,0.513,48.9,52.1,11.4,12.2,0.479,14.3,29.3,0.197
312,Texas Christian,26,12,14,0.462,2.83,7.22,,5,11,,6,7,,3,6,,1738,1852,,67.6,98.4,0.324,0.363,0.527,50.2,54.1,8.9,9.1,0.499,18.3,28.9,0.218
313,Texas-El Paso,24,12,12,0.5,0.91,1.1,,8,8,,10,2,,2,9,,1698,1644,,69.6,101.1,0.291,0.366,0.521,49.4,46.9,8.9,7.5,0.484,13.9,24.2,0.217
314,Texas-Rio Grande Valley,19,9,10,0.474,-10.23,-5.83,,2,5,,8,3,,1,6,,1376,1287,,74.5,97.2,0.402,0.369,0.496,49.5,60.7,11.9,11.2,0.463,16.9,32.4,0.256
315,Texas-San Antonio,26,15,11,0.577,-1.38,-0.33,,9,7,,12,2,,2,8,,2050,1906,,73.4,107.4,0.234,0.364,0.537,51.3,49.9,8.4,8.8,0.508,13.7,29.9,0.178
316,Texas Southern NCAA,24,16,8,0.667,-7.49,-10.96,,10,3,,8,2,,5,6,,1795,1672,,74.4,100,0.382,0.276,0.526,53.9,45.8,9.6,12.4,0.489,18.4,32.7,0.267
317,Texas State,25,18,7,0.72,-3.92,-7.44,,12,3,,8,3,,9,3,,1660,1543,,64.6,101.2,0.274,0.269,0.54,52.4,52.6,10.4,9.6,0.514,17.8,29.8,0.194
318,Texas Tech NCAA,27,17,10,0.63,16.55,6.92,,9,8,,11,4,,5,4,,1972,1712,,67,108,0.393,0.313,0.537,51.5,51,10.7,12.6,0.497,13.9,33.6,0.279
319,Texas NCAA,26,19,7,0.731,16.25,9.82,,11,6,,8,5,,6,2,,1956,1789,,69.6,106.5,0.341,0.419,0.559,53,50,9.3,10,0.529,17.5,31.3,0.241
320,Toledo,30,21,9,0.7,7.25,-1.22,,15,4,,12,1,,7,5,,2433,2179,,70.2,114.1,0.285,0.451,0.573,50.2,55.8,8.6,6.4,0.54,13.5,29.7,0.222
321,Towson,18,4,14,0.222,-9,-1.5,,3,9,,4,4,,0,6,,1214,1349,,66.8,99.5,0.334,0.295,0.497,51.5,39.2,7.4,7.9,0.454,15.5,34.1,0.243
322,Troy,28,11,17,0.393,-11.62,-3.62,,4,12,,7,4,,2,11,,1829,1942,,70.2,92.7,0.348,0.388,0.492,51.2,50.3,8.9,8.7,0.452,18.3,28.8,0.242
323,Tulane,23,10,13,0.435,1.05,3.62,,4,12,,6,6,,3,6,,1470,1529,,67.8,94.3,0.366,0.4,0.493,45.8,55.3,11,9.7,0.442,14.8,22.9,0.273
324,Tulsa,23,11,12,0.478,4.24,5.48,,7,9,,7,5,,4,4,,1573,1509,,68,100.5,0.33,0.399,0.539,49.2,57.8,9.3,6.3,0.511,17.4,26.9,0.223
325,UCLA NCAA,26,17,9,0.654,12.39,8.04,,13,6,,11,1,,5,6,,1894,1781,,65.5,108.1,0.326,0.317,0.552,53.2,51.6,7.5,7.8,0.52,14.5,30.2,0.235
326,Utah State NCAA,28,20,8,0.714,11.22,0.74,,13,4,,10,2,,5,3,,2052,1743,,69.5,105.4,0.302,0.32,0.533,57.2,60.7,9.8,14.6,0.5,16.5,35.7,0.219
327,Utah Valley,22,11,11,0.5,-4.4,-2.6,,9,4,,8,4,,3,6,,1632,1635,,72,102.5,0.422,0.269,0.546,54.5,62.5,7.2,11.6,0.522,18,31.5,0.266
328,Utah,25,12,13,0.48,9.36,7.04,,8,11,,8,5,,3,7,,1803,1745,,67.8,105.3,0.288,0.346,0.567,47.9,57.6,7.9,9.2,0.531,16.8,23.6,0.228
329,Valparaiso,28,10,18,0.357,-3.95,1.4,,7,11,,6,6,,4,11,,1821,1902,,68.3,94.4,0.272,0.403,0.512,47.1,53.9,9.5,9.4,0.479,16.3,20.1,0.198
330,Vanderbilt,25,9,16,0.36,6.68,7.28,,3,13,,6,7,,2,8,,1794,1809,,69.6,103,0.329,0.471,0.548,49.3,52.2,10.1,7.3,0.512,17.4,28.1,0.242
331,Vermont,15,10,5,0.667,2.8,-6.8,,10,4,,6,3,,4,2,,1095,951,,66.4,108.1,0.33,0.407,0.572,52.9,55.1,7.4,8,0.533,16,26.6,0.257
332,Villanova NCAA,22,16,6,0.727,18.08,9.67,,11,4,,9,0,,4,4,,1662,1477,,66.2,113.4,0.301,0.446,0.563,51.1,57.8,8,4.4,0.529,11.9,28,0.23
333,Virginia Commonwealth NCAA,26,19,7,0.731,12.35,5.81,,10,4,,12,2,,5,3,,1864,1694,,70.5,101.2,0.34,0.349,0.55,49.6,52.7,13,14.8,0.509,18.3,28,0.259
334,VMI,25,13,12,0.52,0.17,-0.2,,7,7,,11,1,,1,10,,2001,1897,,72.3,109.5,0.272,0.469,0.584,51.3,55.7,7.3,8,0.554,15.5,23.4,0.21
335,Virginia Tech NCAA,21,15,6,0.714,13.69,7.07,,9,4,,10,2,,3,3,,1515,1376,,66.5,107.2,0.332,0.41,0.553,52.3,56.6,7.1,11.8,0.525,15.2,28.4,0.232
336,Virginia NCAA,24,18,6,0.75,16.66,8.49,,13,4,,10,1,,6,3,,1647,1451,,60.8,112.3,0.22,0.423,0.589,52.1,55.1,8,13,0.561,13.9,23.1,0.179
337,Wagner,20,13,7,0.65,-3.36,-5.91,,13,5,,7,3,,6,4,,1425,1374,,66.8,104.8,0.28,0.305,0.522,52.5,48.4,10.8,8.2,0.491,15.3,34.8,0.201
338,Wake Forest,22,6,16,0.273,2.72,9.05,,3,15,,5,6,,1,9,,1458,1583,,67.4,97.7,0.294,0.46,0.524,48.9,50.3,9.1,6.2,0.49,17.7,25.8,0.214
339,Washington State,27,14,13,0.519,5.81,4.62,,7,12,,11,5,,3,6,,1853,1821,,68.6,97.4,0.347,0.396,0.517,52.3,51.8,8.8,9,0.479,18.7,30.8,0.246
340,Washington,26,5,21,0.192,-0.57,9.17,,4,16,,4,7,,1,9,,1759,2012,,71,95.3,0.262,0.392,0.517,44.5,43.7,8.6,8.9,0.489,17.3,23.4,0.185
341,Weber State,23,17,6,0.739,1.87,-6.48,,12,3,,11,0,,6,5,,1881,1594,,72.5,112.8,0.368,0.382,0.616,51.4,52.6,9.2,8,0.579,15.9,22.2,0.289
342,West Virginia NCAA,27,18,9,0.667,15.89,10.7,,11,6,,8,5,,7,2,,2087,1947,,70.7,107.8,0.394,0.331,0.53,51.7,52.5,10.4,7.6,0.487,14.3,35.5,0.283
343,Western Carolina,27,11,16,0.407,-6.9,-1.5,,4,13,,6,5,,4,9,,2039,2129,,72.2,102.2,0.333,0.42,0.558,49.6,50.1,6.7,7.4,0.526,17.3,22.9,0.242
344,Western Illinois,22,7,15,0.318,-12.87,-5.01,,5,9,,2,5,,4,9,,1606,1746,,73.5,99.3,0.358,0.365,0.504,51.1,40.9,7.2,7.9,0.461,15.2,29.1,0.256
345,Western Kentucky,28,21,7,0.75,5.57,0.46,,11,3,,11,2,,5,3,,2043,1900,,69.2,104.6,0.362,0.323,0.556,54.8,53,9.4,12.7,0.509,18.1,31.7,0.285
346,Western Michigan,21,5,16,0.238,-10.76,-0.46,,4,12,,2,9,,3,7,,1325,1511,,68.3,92.4,0.252,0.37,0.513,48.2,49.1,6.5,5.3,0.494,19.1,23.6,0.161
347,Wichita State NCAA,21,16,5,0.762,9.45,6.81,,11,2,,10,2,,5,2,,1520,1416,,68.8,104,0.365,0.406,0.514,49,54.3,8.8,9.5,0.477,13.9,30.6,0.251
348,William & Mary,17,7,10,0.412,-10.29,-3.06,,4,6,,1,3,,5,6,,1101,1224,,67.2,95.7,0.32,0.361,0.504,48.4,47.2,7.8,8.4,0.461,17.5,28.6,0.239
349,Winthrop NCAA,24,23,1,0.958,5.13,-7.62,,17,1,,11,1,,10,0,,1909,1603,,72.8,109.3,0.357,0.393,0.558,56.3,53.6,10.7,6.7,0.53,16.6,35.5,0.245
350,Wisconsin NCAA,29,17,12,0.586,17.81,12.5,,10,10,,11,5,,5,6,,2019,1865,,65.7,105,0.269,0.408,0.53,48.8,54.3,8.8,10.4,0.494,12,23.7,0.207
351,Wofford,24,15,9,0.625,2.24,0.24,,12,5,,9,3,,6,4,,1784,1627,,67.6,109.4,0.254,0.504,0.579,51.6,54.3,9.8,6.1,0.56,16.6,27.7,0.179
352,Wright State,24,18,6,0.75,7.65,-6.89,,16,4,,9,4,,9,2,,1967,1618,,72.1,113,0.345,0.329,0.574,56.2,52,8.1,8.4,0.544,15.5,34.2,0.25
353,Wyoming,25,14,11,0.56,-1.51,-2.59,,5,9,,7,5,,4,5,,1915,1888,,69.9,108.4,0.353,0.488,0.569,47,54.1,8.2,5.4,0.537,14.3,22.9,0.254
354,Xavier,21,13,8,0.619,11.93,7.31,,6,7,,11,2,,2,5,,1571,1474,,69.5,106.4,0.259,0.388,0.544,50.8,62.6,9.8,10.3,0.521,14,26.8,0.18
355,Yale,0,0,0,,,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,
356,Youngstown State,27,15,12,0.556,-9,-7.39,,9,11,,10,5,,5,7,,2010,1950,,69.1,106.2,0.321,0.362,0.522,51.3,48.7,8.6,4.6,0.484,13.9,33.6,0.233
