,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
136,Jackson State,32,12,20,0.375,-17.66,-10.49,,9,9,,9,2,,2,17,,1991,2161,,65.4,94,0.259,0.377,0.462,47.5,49,11.1,8.8,0.434,14.6,31,0.169
137,Jacksonville State,36,23,13,0.639,-0.3,-4.87,,11,7,,12,4,,9,8,,2587,2369,,67.8,105.2,0.314,0.311,0.538,54,56.8,8.9,14.9,0.507,16.3,33.1,0.224
138,Jacksonville,33,15,18,0.455,-13.39,-6.12,,8,6,,10,6,,3,12,,2405,2482,,72.4,98.8,0.312,0.302,0.525,49.2,46.3,9.3,8.9,0.501,17.1,27.3,0.205
139,James Madison,32,10,22,0.313,-5.47,-2.15,,6,12,,7,7,,3,11,,2341,2414,,69.4,103,0.345,0.36,0.52,49.8,47.8,10,9.5,0.48,14.5,29.8,0.251
140,Kansas State NCAA,37,25,12,0.676,12.84,8.74,,10,8,,14,3,,6,5,,2630,2478,,66.6,106.4,0.338,0.368,0.56,47.4,54.4,11.9,9.3,0.525,15.3,25.8,0.248
141,Kansas NCAA,39,31,8,0.795,21.39,11.87,,13,5,,14,3,,8,3,,3174,2803,,70.2,115.5,0.27,0.412,0.594,50.3,55.7,9.2,10.9,0.575,14.6,29.3,0.191
142,Kennesaw State,30,10,20,0.333,-11.17,-4.31,,6,8,,8,6,,2,14,,2182,2328,,71.4,101.4,0.337,0.247,0.531,48.3,55.4,10,7.8,0.5,16.6,29.6,0.233
143,Kent State,34,17,17,0.5,-3.72,-1.75,,9,9,,13,3,,2,11,,2482,2502,,70.3,103.2,0.325,0.382,0.525,50.5,45.1,8.4,9.7,0.487,15.7,31.7,0.237
144,Kentucky NCAA,37,26,11,0.703,17.24,10.73,,10,8,,16,2,,4,6,,2840,2599,,69.8,109.6,0.44,0.258,0.555,53.6,49,8,13.7,0.518,15.8,35.5,0.307
145,La Salle,32,13,19,0.406,1.7,2.54,,7,11,,10,4,,2,10,,2333,2360,,69,102.8,0.31,0.373,0.534,49.7,50.2,8.3,7.3,0.49,14.6,25.5,0.244
146,Lafayette,31,10,21,0.323,-9.78,-6.04,,7,11,,8,6,,2,14,,2207,2307,,68.9,102.9,0.297,0.414,0.566,48.5,49.7,6.1,8.8,0.532,17.4,21.1,0.228
147,Lamar,33,19,14,0.576,-5.19,-7.22,,11,7,,11,4,,8,7,,2500,2296,,71.1,105,0.374,0.37,0.524,51.4,51.4,11.8,6.4,0.494,15.3,32.8,0.245
148,Lehigh,30,16,14,0.533,-6.42,-5.66,,11,7,,9,6,,7,8,,2336,2333,,71,107,0.26,0.391,0.563,49.9,51.3,8.4,5.1,0.532,15.5,25.4,0.202
149,Liberty,37,22,15,0.595,-2.67,-6.23,,9,9,,13,7,,7,6,,2621,2353,,64.1,108.3,0.339,0.413,0.579,53.1,58,9,9.1,0.539,16.2,24,0.268
150,Lipscomb NCAA,33,23,10,0.697,-2.1,-3.8,,10,4,,13,2,,10,7,,2708,2564,,77,105,0.405,0.399,0.557,52.2,56,8.4,8,0.518,16.9,28.3,0.291
151,Cal State Long Beach,33,15,18,0.455,-3.75,0.89,,9,7,,8,5,,6,10,,2485,2586,,72.3,103.4,0.399,0.291,0.545,51.2,48.4,9.1,8.9,0.503,18,32.5,0.291
152,Long Island University NCAA,35,18,17,0.514,-8.61,-8.19,,10,8,,12,4,,5,11,,2696,2674,,72.9,105.4,0.382,0.397,0.555,51,47.3,7.6,7.6,0.523,17,29.7,0.266
153,Longwood,33,7,26,0.212,-18.31,-4.31,,3,15,,5,11,,2,13,,2088,2445,,69.7,90.7,0.335,0.392,0.511,46.2,44.9,9.5,9.1,0.477,20.2,22.9,0.23
154,Louisiana,34,27,7,0.794,7.58,-2.54,,16,2,,14,1,,10,4,,2829,2408,,72.7,114.1,0.37,0.391,0.575,54.7,60.9,10.3,11.1,0.535,15.6,36.1,0.282
155,Louisiana-Monroe,32,16,16,0.5,-6.27,-3.31,,9,9,,12,4,,3,11,,2235,2187,,67,103.4,0.243,0.43,0.538,49.3,55,9.6,4.1,0.513,15.5,27.1,0.174
156,Louisiana State,33,18,15,0.545,10.93,8.03,,8,10,,14,4,,3,8,,2559,2463,,69.4,111.3,0.326,0.402,0.575,49.4,51,11,9.7,0.545,14.7,29.2,0.238
157,Louisiana Tech,33,17,16,0.515,1.33,-0.12,,7,11,,11,5,,2,10,,2468,2331,,69.1,107.7,0.371,0.408,0.559,49.6,56.1,8.6,10.4,0.523,15.5,27.6,0.269
158,Louisville,36,22,14,0.611,14.3,9.08,,9,9,,16,6,,4,7,,2721,2533,,69.7,106.9,0.319,0.352,0.552,49.7,50.5,9.9,15,0.518,14.7,28.6,0.235
159,Loyola (IL) NCAA,38,32,6,0.842,10.38,1.81,,15,3,,14,1,,9,4,,2721,2377,,65.9,108.6,0.319,0.357,0.602,51.3,59.7,9.6,6.8,0.577,17.3,22.4,0.231
160,Loyola Marymount,31,11,20,0.355,-4.38,1.09,,5,13,,7,7,,3,12,,2226,2369,,67.8,105,0.327,0.317,0.531,50.4,54.7,10.2,7.1,0.498,16.3,34.3,0.232
161,Loyola (MD),31,9,22,0.29,-12.72,-5.25,,6,12,,8,6,,1,16,,2154,2326,,69.7,98.5,0.334,0.28,0.511,50.3,45.2,10,8.9,0.483,16.4,29.4,0.218
162,Maine,32,6,26,0.188,-14.64,-3.28,,3,13,,4,8,,2,16,,2140,2408,,71.6,92.4,0.298,0.398,0.5,47.8,49.4,8.9,8.3,0.468,18.8,25.6,0.206
163,Manhattan,31,14,17,0.452,-5.05,-4.15,,9,9,,8,3,,5,8,,2147,2175,,67.5,101,0.376,0.36,0.548,49.6,58.8,8.7,11.4,0.516,19.8,31,0.261
164,Marist,31,6,25,0.194,-12.48,-3.57,,4,14,,4,9,,2,10,,2239,2515,,71.5,99.5,0.358,0.469,0.56,47.8,48.5,5.8,6.4,0.527,19.6,22.6,0.256
165,Marquette,35,21,14,0.6,12.5,9.7,,9,9,,13,7,,5,5,,2846,2748,,70.4,114.3,0.288,0.444,0.601,49,55.7,8.6,9.6,0.568,15.4,27.6,0.232
166,Marshall NCAA,36,25,11,0.694,4.21,0.44,,12,6,,15,2,,6,8,,3017,2849,,76.3,108.7,0.335,0.453,0.583,46.7,59,9.1,12.7,0.548,15.5,22.5,0.256
167,Maryland-Baltimore County NCAA,36,25,11,0.694,-2.02,-3.84,,12,4,,15,2,,9,7,,2630,2466,,69.2,105.6,0.307,0.45,0.55,49.1,59.1,10.8,7.3,0.531,15.5,26.8,0.198
168,Maryland-Eastern Shore,32,7,25,0.219,-24.63,-7.57,,3,13,,6,5,,0,18,,1992,2473,,67.6,92.1,0.294,0.393,0.474,45.8,48.9,7,5,0.441,16.6,28.2,0.198
169,Maryland,32,19,13,0.594,13.78,7.94,,8,10,,15,3,,2,8,,2338,2140,,66.6,109.4,0.38,0.364,0.584,53.6,55.7,6.5,11.6,0.546,17.9,31.6,0.287
170,Massachusetts-Lowell,30,12,18,0.4,-9.54,-5.78,,6,10,,9,7,,3,11,,2286,2356,,72.1,105.2,0.401,0.361,0.558,47,55,9.7,7.2,0.523,16.5,26.7,0.284
171,Massachusetts,33,13,20,0.394,-1.66,1.1,,5,13,,11,6,,1,11,,2374,2465,,67.3,104.4,0.251,0.382,0.553,48.9,58.7,7,7.7,0.525,16.5,27.2,0.187
172,McNeese State,29,12,17,0.414,-12.06,-6.1,,8,10,,7,5,,5,12,,2184,2209,,73.5,101.6,0.33,0.334,0.528,50.6,41.9,7.3,10.6,0.494,16.8,30.1,0.234
173,Memphis,34,21,13,0.618,1.8,2.16,,10,8,,14,5,,5,5,,2408,2420,,66.3,105.3,0.436,0.346,0.545,51.1,53.5,8.8,11.3,0.507,17.4,35.1,0.301
174,Mercer,34,19,15,0.559,-0.87,-3.5,,11,7,,11,3,,7,9,,2561,2373,,65.8,112.9,0.367,0.404,0.588,54.1,55.8,8,5.7,0.551,16.3,31.4,0.279
175,Miami (FL) NCAA,32,22,10,0.688,12.83,6.96,,11,7,,11,3,,8,4,,2361,2173,,67.8,108,0.291,0.36,0.551,50.6,48.5,9.6,11,0.531,14.6,29.1,0.192
176,Miami (OH),34,16,18,0.471,-3.56,-1.15,,8,10,,9,5,,6,11,,2449,2404,,68.7,102.6,0.273,0.438,0.54,51.2,51.1,10.8,7,0.517,16.7,28.1,0.187
177,Michigan State NCAA,35,30,5,0.857,22.41,7.1,,16,2,,16,1,,8,1,,2807,2271,,68.1,117.3,0.359,0.363,0.601,57.6,67.6,6,18.5,0.569,16.4,37,0.268
178,Michigan NCAA,41,33,8,0.805,19.03,9.41,,13,5,,15,1,,6,5,,3019,2596,,65.7,111,0.307,0.433,0.564,50.3,53.6,9.6,8.1,0.545,12.4,25.4,0.203
179,Middle Tennessee,33,25,8,0.758,10.29,2.83,,16,2,,12,2,,12,2,,2479,2188,,67.8,109.9,0.306,0.339,0.565,54.1,51.9,8.9,7.1,0.534,15.9,31.2,0.227
180,Milwaukee,33,16,17,0.485,-4.15,-4.25,,8,10,,9,7,,6,9,,2259,2260,,67.5,100.6,0.282,0.376,0.532,50.8,51.4,8.7,10.7,0.508,16.3,25.6,0.19
181,Minnesota,32,15,17,0.469,7.01,6.91,,4,14,,11,6,,2,9,,2405,2402,,70.2,105.8,0.351,0.32,0.523,50,54.9,8,12.7,0.487,13.3,29.9,0.247
182,Mississippi State,37,25,12,0.676,11.71,6.82,,9,9,,19,2,,4,8,,2716,2507,,68.4,106.6,0.31,0.373,0.55,51.4,49.1,9.5,14.8,0.524,16.4,31.8,0.214
183,Mississippi Valley State,32,4,28,0.125,-21.41,-8.13,,4,14,,3,6,,1,21,,2075,2500,,69.9,91.4,0.291,0.287,0.461,47.2,43.1,8.2,5.2,0.426,15.7,29.8,0.196
184,Mississippi,32,12,20,0.375,6.85,9.16,,5,13,,10,8,,1,10,,2426,2500,,70.7,105.5,0.338,0.394,0.523,49.7,55.6,8.7,11.2,0.483,13.6,31.3,0.247
185,Missouri-Kansas City,32,10,22,0.313,-10.19,-1.02,,5,9,,6,8,,3,11,,2251,2447,,72.4,96.8,0.344,0.455,0.52,44,46.8,8.7,6.7,0.483,16,21.7,0.245
186,Missouri State,33,18,15,0.545,3.08,0.45,,7,11,,10,5,,4,8,,2313,2197,,66.2,105.5,0.27,0.362,0.525,54,49.9,7,11.2,0.496,14.8,33.2,0.193
187,Missouri NCAA,33,20,13,0.606,13.81,9.19,,10,8,,13,3,,5,6,,2399,2246,,67.3,107.1,0.39,0.453,0.573,53.2,55.8,7.6,11.3,0.537,18.3,31.2,0.286
188,Monmouth,31,11,20,0.355,-2.41,-1.24,,7,11,,6,6,,4,12,,2336,2372,,71,102.9,0.441,0.334,0.562,51,50.7,8.7,7.4,0.523,18.5,26.6,0.314
189,Montana State,32,13,19,0.406,-8.69,-3.53,,6,12,,8,6,,3,12,,2434,2524,,72.1,104.2,0.387,0.379,0.533,50.1,49.1,7.5,5.6,0.49,14.9,29,0.281
190,Montana NCAA,34,26,8,0.765,6.28,-2.25,,16,2,,14,0,,8,6,,2625,2329,,69.9,108.8,0.386,0.272,0.549,53.3,45.3,10.9,9.2,0.513,15,33.3,0.273
191,Morehead State,29,8,21,0.276,-10.65,-1.91,,4,14,,7,6,,1,15,,2043,2204,,70.6,99.3,0.358,0.381,0.528,51.4,48.3,8,8.8,0.492,19.1,32.6,0.251
192,Morgan State,31,13,18,0.419,-15.67,-11.97,,7,8,,8,2,,3,15,,2273,2338,,71.4,101.1,0.394,0.254,0.508,51.3,49.4,9.9,8.1,0.461,16.3,34.9,0.286
193,Mount St. Mary's,32,18,14,0.563,-8.15,-8.05,,12,6,,12,3,,6,11,,2331,2301,,67.1,107.4,0.299,0.48,0.574,43.3,55.5,10.2,10.7,0.546,14.7,20.5,0.219
194,Murray State NCAA,32,26,6,0.813,6.87,-3.53,,16,2,,14,2,,10,3,,2515,2117,,68.1,115.3,0.381,0.399,0.591,54.1,54.1,9.9,8.7,0.558,15.3,33,0.28
195,Navy,32,20,12,0.625,-6.93,-7.22,,11,7,,9,6,,9,6,,2199,2125,,66.9,102.3,0.361,0.358,0.54,54.2,58.4,9.6,4.2,0.503,18.2,32.3,0.26
196,Omaha,31,9,22,0.29,-9.88,0.33,,4,10,,8,4,,1,15,,2373,2588,,72.6,103.8,0.27,0.363,0.55,47.9,46.2,7.7,6.7,0.525,15.9,25.6,0.191
197,Nebraska,33,22,11,0.667,10.99,7.32,,13,5,,16,1,,4,8,,2386,2265,,68.1,105.7,0.376,0.352,0.531,48.7,54.4,8.9,12.8,0.491,13.9,30.1,0.27
198,Nevada-Las Vegas,33,20,13,0.606,7.2,1.87,,8,10,,13,6,,5,6,,2753,2577,,73.7,111.1,0.434,0.277,0.571,53.7,54.7,7.4,9.7,0.535,16.4,34.6,0.306
199,Nevada NCAA,37,29,8,0.784,14.44,4.93,,15,3,,14,1,,11,3,,3055,2703,,70.5,115.5,0.363,0.404,0.582,49.4,57,8.7,10.9,0.548,12,26.4,0.269
200,New Hampshire,31,10,21,0.323,-8.38,-4.32,,6,10,,8,7,,2,12,,2103,2085,,66.6,101.9,0.302,0.43,0.51,53.9,50.8,5.4,5.6,0.472,14.9,30.9,0.222
201,New Mexico State NCAA,34,28,6,0.824,9.06,-1.1,,12,2,,14,1,,8,3,,2572,2183,,70.1,107.5,0.287,0.367,0.538,56,49.9,7.9,8.6,0.519,15.2,34.2,0.184
202,New Mexico,34,19,15,0.559,5.81,3.3,,12,6,,13,4,,4,8,,2795,2641,,73.6,111.3,0.343,0.474,0.582,46.9,57.4,10,7.3,0.544,14.9,26.4,0.266
203,New Orleans,33,16,17,0.485,-9.01,-5.78,,11,7,,10,3,,5,13,,2297,2322,,68.7,100.9,0.42,0.247,0.533,51.2,59.3,10.5,9.9,0.497,18.8,33.2,0.283
204,Niagara,33,19,14,0.576,-4.84,-4.21,,12,6,,9,5,,10,7,,2748,2769,,74.9,110.3,0.38,0.357,0.548,50,42.1,6.9,10.1,0.508,12.9,30.8,0.277
205,Nicholls State,32,21,11,0.656,-3.54,-5.86,,15,3,,12,3,,9,7,,2641,2411,,76.9,107.3,0.349,0.366,0.568,50.7,50.4,12.5,10.1,0.537,17.4,30.5,0.25
206,NJIT,30,14,16,0.467,-7.25,-5.53,,7,7,,10,7,,4,9,,2248,2197,,71,104.7,0.321,0.362,0.541,50.6,51.6,11.5,8.4,0.514,16.1,30.6,0.22
207,Norfolk State,33,14,19,0.424,-12.98,-10.18,,11,5,,8,6,,5,11,,2399,2417,,72.3,100.2,0.321,0.355,0.523,51.9,52.4,8.6,11,0.494,18.1,33,0.215
208,North Carolina-Asheville,34,21,13,0.618,-3.92,-3.57,,13,5,,14,2,,7,10,,2557,2499,,69.5,106.2,0.32,0.366,0.578,50.7,57.2,10.5,9.5,0.547,17.5,25.7,0.237
209,North Carolina A&T,35,20,15,0.571,-12.57,-11.2,,11,5,,12,0,,5,13,,2623,2605,,71.1,104.3,0.386,0.352,0.551,50.7,57.5,8.4,5.8,0.515,16.8,28.7,0.275
210,North Carolina Central NCAA,35,19,16,0.543,-13.19,-12.31,,9,7,,12,2,,3,13,,2520,2425,,68.8,104.3,0.29,0.311,0.538,53.4,57.4,7.4,9.4,0.512,17.4,33.9,0.199
211,North Carolina-Greensboro NCAA,35,27,8,0.771,4.54,-3.87,,15,3,,16,1,,8,6,,2562,2189,,66.9,107.1,0.265,0.452,0.548,55,52.7,11.2,12.4,0.525,17.1,34.2,0.185
212,North Carolina State NCAA,33,21,12,0.636,12.91,6.7,,11,7,,16,3,,4,5,,2682,2477,,72.1,112.3,0.342,0.344,0.562,50.3,55,10.2,9.2,0.534,14.3,33.4,0.238
213,North Carolina-Wilmington,32,11,21,0.344,-7.52,-1.15,,7,11,,8,5,,2,11,,2542,2668,,73.4,106.2,0.315,0.334,0.524,53.2,53,6.9,5.6,0.494,14.6,34,0.217
214,North Carolina NCAA,37,26,11,0.703,20.08,11.78,,11,7,,12,3,,6,5,,3018,2711,,71.7,113.4,0.28,0.351,0.551,56.4,61,8,11.1,0.52,14,37.4,0.208
215,North Dakota State,32,15,17,0.469,-1.86,-1.58,,5,9,,8,6,,5,10,,2382,2264,,68.8,107.8,0.305,0.436,0.583,50.9,50.4,6.6,6.2,0.552,16.5,22.7,0.232
216,North Dakota,32,12,20,0.375,-7.63,-0.2,,6,12,,7,6,,2,13,,2427,2612,,73.2,101.6,0.353,0.365,0.553,45,47.6,10.6,4.7,0.521,16,20.2,0.249
217,North Florida,33,14,19,0.424,-11.4,-1.74,,7,7,,10,2,,4,17,,2668,2873,,75.6,106.6,0.277,0.459,0.573,46.4,52.2,6.9,7.5,0.543,17,26,0.21
218,North Texas,38,20,18,0.526,1.16,-0.4,,8,10,,14,6,,6,11,,2828,2703,,69.9,105.1,0.339,0.379,0.543,52.7,47,7.2,8.2,0.519,16,30.3,0.224
219,Northeastern,33,23,10,0.697,3.64,-1.61,,14,4,,12,2,,9,5,,2472,2270,,68,108.9,0.347,0.453,0.597,51.1,60.9,9.7,6.2,0.569,17.9,25.5,0.255
220,Northern Arizona,32,5,27,0.156,-14.66,-1.03,,2,16,,2,10,,3,14,,2100,2512,,70.7,92.1,0.429,0.334,0.499,48.1,45,7.9,9.5,0.45,19.1,27.1,0.301
221,Northern Colorado,38,26,12,0.684,3.61,-2.27,,11,7,,14,3,,7,8,,3080,2776,,73.7,108.8,0.334,0.396,0.566,51.3,41.1,7.2,8.1,0.542,14.6,25.9,0.23
222,Northern Illinois,32,13,19,0.406,-6.71,-1.71,,6,12,,11,4,,1,13,,2319,2407,,69.3,104.2,0.335,0.275,0.538,49.7,34.7,9.6,5.3,0.502,14.9,28.3,0.243
223,Northern Iowa,32,16,16,0.5,4.01,3.87,,7,11,,12,4,,1,9,,2056,1990,,64.3,99.6,0.313,0.399,0.522,51.2,47.9,8,7.4,0.487,15.6,24.5,0.226
224,Northern Kentucky,32,22,10,0.688,4.83,-4.07,,15,3,,12,2,,8,6,,2486,2112,,70.7,109.9,0.312,0.4,0.572,52.6,58.2,10.4,8.7,0.543,15.5,29,0.228
225,Northwestern State,29,4,25,0.138,-21.02,-4.18,,1,17,,1,11,,3,13,,1868,2264,,72.2,89.2,0.35,0.267,0.477,48.9,40.3,8.6,11.1,0.45,20.2,32.1,0.214
226,Northwestern,32,15,17,0.469,9.63,8.37,,6,12,,11,6,,3,9,,2203,2127,,65.3,104.6,0.297,0.397,0.532,50.4,58,7.4,13.2,0.497,15.3,29.5,0.222
227,Notre Dame,36,21,15,0.583,13.65,7.94,,8,10,,11,6,,5,7,,2698,2471,,66.5,111.4,0.314,0.393,0.551,51.6,55,8.6,9.6,0.514,12.7,30.8,0.238
228,Oakland,33,19,14,0.576,-1.82,-3.76,,10,8,,11,4,,7,8,,2580,2516,,72.2,107.5,0.355,0.398,0.562,50.4,62.6,8.3,11.9,0.52,15.9,28.1,0.273
229,Ohio State NCAA,34,25,9,0.735,17.67,9.03,,15,3,,16,2,,6,2,,2591,2297,,67.9,111,0.311,0.342,0.57,53.6,52.5,9,11.3,0.541,14.9,30.1,0.227
230,Ohio,31,14,17,0.452,-2.52,-1.65,,7,11,,11,5,,2,10,,2334,2353,,72.6,100.5,0.306,0.349,0.538,48.4,52.8,8.9,8.8,0.508,16,22.4,0.218
231,Oklahoma State,36,21,15,0.583,12.45,9.12,,8,10,,15,6,,3,7,,2757,2637,,70.8,107.4,0.322,0.383,0.538,51.1,53.6,9.2,10.4,0.498,15.4,34.2,0.244
232,Oklahoma NCAA,32,18,14,0.563,13.81,10.56,,8,10,,13,2,,2,9,,2718,2614,,76.5,109.8,0.332,0.405,0.569,49.8,50.2,8.4,11,0.535,15.2,28.4,0.247
233,Old Dominion,32,25,7,0.781,9.27,-1.27,,15,3,,12,2,,10,3,,2347,2010,,66.6,109.3,0.33,0.338,0.537,52.8,57.2,11.1,13.6,0.507,13.2,32.3,0.228
234,Oral Roberts,32,11,21,0.344,-6.67,1.05,,5,9,,8,5,,3,14,,2332,2484,,68,104.8,0.257,0.319,0.517,52.2,51.5,7.8,9.3,0.492,15.4,36.2,0.176
235,Oregon State,32,16,16,0.5,7.32,4.57,,7,11,,12,4,,1,9,,2339,2251,,67.4,106.8,0.387,0.328,0.555,52.1,57.2,9.7,10.3,0.521,16.8,31.8,0.274
236,Oregon,36,23,13,0.639,10.7,4.84,,10,8,,16,3,,4,7,,2817,2606,,69.6,110.9,0.317,0.421,0.568,52.3,56.4,9.8,12.3,0.533,14.9,31,0.242
237,Pacific,32,14,18,0.438,-0.55,1.8,,9,9,,8,8,,6,9,,2280,2316,,67,105.6,0.401,0.258,0.537,50.9,49.1,9.1,12.3,0.494,14.8,30.4,0.292
238,Penn State,39,26,13,0.667,15.85,7.79,,9,9,,15,4,,6,7,,2915,2601,,67.9,109.3,0.315,0.331,0.553,51.8,51.2,10.6,13.3,0.526,15,31.7,0.221
239,Pennsylvania NCAA,33,24,9,0.727,2.24,-3.17,,12,2,,11,3,,9,4,,2506,2274,,70.2,105.3,0.334,0.427,0.555,51,56.9,8.2,7,0.533,14.8,23.6,0.22
240,Pepperdine,32,6,26,0.188,-6.51,1.82,,2,16,,5,11,,0,14,,2283,2516,,67.8,104.4,0.353,0.296,0.534,50.8,54.6,7.1,6.5,0.5,15,29.4,0.248
241,Pittsburgh,32,8,24,0.25,-1.87,8.47,,0,18,,7,11,,0,10,,1985,2316,,65.7,93.7,0.319,0.475,0.515,45.5,58.7,6.5,9.4,0.482,18.7,23.3,0.222
242,Portland State,34,20,14,0.588,-0.14,-1.05,,9,9,,8,5,,10,6,,2897,2698,,76.5,110.1,0.322,0.378,0.539,50.8,53,12.7,9.2,0.508,13.8,34.9,0.227
243,Portland,32,10,22,0.313,-6.61,2.43,,4,14,,7,9,,3,9,,2221,2372,,68.5,100.5,0.342,0.381,0.548,46.1,49.6,7.5,11.2,0.521,15.9,19.7,0.232
244,Prairie View,34,16,18,0.471,-10.13,-7.71,,12,6,,10,2,,5,15,,2559,2609,,72.6,102.9,0.388,0.368,0.529,48.6,49.3,10.3,8.7,0.496,16,31.4,0.26
245,Presbyterian,32,11,21,0.344,-14.32,-5.53,,4,14,,8,8,,2,13,,2124,2273,,64.7,102.1,0.29,0.439,0.53,47.7,49.1,8.4,5.6,0.504,15.5,26.6,0.199
246,Princeton,29,13,16,0.448,-2.44,-1.97,,5,9,,7,5,,5,9,,2106,2083,,66.4,105.8,0.267,0.462,0.563,49,48.7,6.9,8.7,0.54,15.1,22.5,0.188
247,Providence NCAA,35,21,14,0.6,11.12,10.23,,10,8,,13,4,,4,7,,2575,2544,,69.5,104.1,0.386,0.329,0.534,49.6,53.9,9.6,9.8,0.496,15.1,28.8,0.272
248,Purdue NCAA,37,30,7,0.811,23.41,8.74,,15,3,,16,1,,8,2,,2974,2431,,68.1,117.7,0.356,0.401,0.606,51.8,57.9,8.3,12.5,0.577,14,27.8,0.265
249,Quinnipiac,33,12,21,0.364,-9.5,-4.44,,7,11,,6,6,,3,12,,2364,2531,,67.9,102.8,0.37,0.479,0.539,49.2,51.3,7.9,6.9,0.503,16.9,27.8,0.261
250,Radford NCAA,36,23,13,0.639,-2.61,-4.08,,12,6,,12,2,,7,10,,2422,2336,,63.4,104.3,0.307,0.397,0.528,52.3,52,9.7,9.1,0.494,16.1,33.7,0.223
251,Rhode Island NCAA,34,26,8,0.765,11.81,4.61,,15,3,,15,1,,7,4,,2583,2338,,69.2,109,0.301,0.32,0.539,50,54.5,10.5,9.5,0.511,13.1,31,0.209
252,Rice,31,7,24,0.226,-8.63,-0.04,,4,14,,5,10,,2,13,,2114,2347,,70.1,96.4,0.369,0.467,0.514,49.7,53.2,7.6,6,0.48,18.3,28.1,0.247
253,Richmond,32,12,20,0.375,-0.17,3.61,,9,9,,6,9,,4,8,,2297,2418,,68.3,103.9,0.297,0.363,0.55,46.8,57.7,11,6.6,0.521,15.2,23.4,0.213
254,Rider,32,22,10,0.688,0.98,-2.62,,15,3,,12,1,,8,7,,2620,2505,,74.8,109.1,0.421,0.338,0.545,51.7,49.2,10,10.1,0.526,15,33.4,0.256
255,Robert Morris,33,16,17,0.485,-7.99,-6.11,,9,9,,4,6,,9,11,,2272,2334,,70.8,96.9,0.343,0.377,0.506,49.1,48.1,10.9,7.4,0.474,17.9,31.3,0.229
256,Rutgers,34,15,19,0.441,5.5,6.83,,3,15,,13,9,,0,9,,2216,2204,,66.9,96.4,0.311,0.245,0.473,51.9,40.1,10.4,11.6,0.442,14.5,33.7,0.2
257,Sacramento State,32,7,25,0.219,-8.91,-0.74,,4,14,,6,9,,1,12,,2157,2358,,67.5,99.5,0.288,0.316,0.526,47.1,52.5,7.9,9.6,0.5,15.8,24.3,0.197
258,Sacred Heart,31,10,21,0.323,-11.38,-6.98,,5,13,,5,9,,4,11,,2129,2237,,69.5,98.4,0.296,0.329,0.512,55.2,50.4,6.9,6.6,0.486,18.1,33.2,0.196
259,Saint Francis (PA),31,18,13,0.581,-6.13,-6.71,,12,6,,11,3,,7,10,,2450,2355,,70.8,109.8,0.341,0.363,0.571,48.3,48.4,9.4,6,0.534,14.3,26.1,0.26
260,Saint Joseph's,32,16,16,0.5,3.78,1.9,,10,8,,10,3,,4,9,,2371,2311,,71.2,103.2,0.346,0.388,0.521,49.3,54.1,8.8,8.5,0.488,12.3,23.5,0.238
261,Saint Louis,33,17,16,0.515,2.58,2.92,,9,9,,12,6,,3,7,,2170,2157,,64.7,101.2,0.463,0.33,0.513,53,53.8,9.2,13.1,0.475,16.6,33.8,0.302
262,Saint Mary's (CA),36,30,6,0.833,12.86,0.33,,16,2,,18,2,,11,1,,2772,2321,,63.6,119.8,0.304,0.351,0.615,55.1,54.9,6.9,6.8,0.587,13.7,29.2,0.234
263,Saint Peter's,32,14,18,0.438,-5.24,-4.36,,6,12,,8,5,,3,12,,2085,2113,,65,98,0.277,0.426,0.523,49,51.2,9.9,10.8,0.492,17.3,27.1,0.2
264,Sam Houston State,36,21,15,0.583,-5.14,-4.8,,12,6,,14,2,,5,10,,2571,2477,,69.1,103,0.34,0.36,0.523,52.6,58.6,8.8,5.6,0.486,16.1,32.8,0.243
265,Samford,32,10,22,0.313,-11.1,-3.37,,6,12,,8,6,,2,14,,2483,2639,,71.9,108,0.322,0.419,0.583,45.8,60.9,10,6.9,0.55,17,25,0.246
266,San Diego State NCAA,33,22,11,0.667,12.23,3.91,,11,7,,13,2,,5,7,,2545,2240,,70.4,109.6,0.357,0.36,0.553,53.7,54.1,8.9,9.4,0.519,14.6,31.9,0.255
267,San Diego,34,20,14,0.588,2.86,0.49,,9,9,,12,7,,8,6,,2385,2264,,67.2,103.6,0.39,0.447,0.567,49.7,59.2,8.1,10.7,0.533,17.5,23.4,0.277
268,San Francisco,39,22,17,0.564,1.13,1.63,,9,9,,16,6,,4,9,,2685,2681,,67.3,101.6,0.294,0.437,0.522,50.8,55.3,7.9,9.6,0.496,15.3,27.9,0.199
269,San Jose State,30,4,26,0.133,-8.74,2.91,,1,17,,3,11,,1,14,,1974,2260,,69.3,94.1,0.345,0.3,0.524,52.7,54.6,6.4,7.5,0.491,20.6,28.3,0.239
270,Santa Clara,31,11,20,0.355,-7.01,0.61,,8,10,,6,11,,5,5,,2048,2224,,65.4,100.6,0.313,0.407,0.533,46.2,56.3,8.3,6.4,0.498,15.4,23.6,0.227
271,Savannah State,32,15,17,0.469,-15.36,-5.06,,12,4,,10,2,,4,13,,2754,2991,,83.6,101.7,0.295,0.555,0.514,44.5,53.6,11.1,6.4,0.483,14.3,27.8,0.206
